tf,action,target
SP5,1.0,CTNNB1
CTNNB1,1.0,SP5
SPN,1.0,CTNNB1
NRIP1,1.0,NR1D1
PAX6,1.0,PDX1
AR,-1.0,CLK3
TP53,1.0,TP63
SOX2,1.0,DPPA4
TP73,1.0,TP63
SP1,1.0,GRK2
SRF,1.0,PLAU
MEIS1,1.0,PF4
ST6GAL1,1.0,CEBPB
ABCA3,1.0,NFATC3
USF1,-1.0,CYP19A1
HIC1,-1.0,EPHA2
USF2,-1.0,CYP19A1
STAT3,1.0,ZEB1
XBP1,1.0,HDGF
ATF2,1.0,ST3GAL5
SFN,1.0,CTNNB1
EGR1,1.0,CDK5R1
SP1,1.0,APLNR
KLF6,1.0,CGB5
GAD1,1.0,CTNNB1
NR3C1,1.0,TRIM63
TNRC6C,-1.0,CHD1
TNRC6A,-1.0,CHD1
TNRC6B,-1.0,CHD1
INHBB,1.0,CTNNB1
SIRT2,-1.0,NEDD4
CREBBP,1.0,IFNB1
NR1D1,-1.0,ARNTL
GTF3A,1.0,BAG3
ESR1,1.0,PSEN2
ATF4,1.0,DDR2
CREB1,1.0,MUC4
ELOA3B,1.0,MDC1
ELOA3D,1.0,MDC1
HNF4A,1.0,CEACAM1
ARNT,1.0,ITGB2
ZNF382,-1.0,MITF
DNMT1,-1.0,CDKN1A
DNMT1,-1.0,CDKN2A
FXYD3,1.0,FOXO3
DLX5,1.0,RUNX2
DLX6,1.0,RUNX2
TP73,1.0,RNF43
H2AFB1,1.0,CCND1
STAT3,1.0,JAK2
STAT1,1.0,JAK2
PPARD,1.0,SAT1
PPARG,1.0,SAT1
SPI1,1.0,NCF2
CITED1,1.0,TFF1
HBP1,-1.0,DNMT1
NFKB1,1.0,GATA3
PAX5,1.0,TIMP1
KLF8,1.0,MMP9
KLF5,1.0,MMP9
PPARGC1B,1.0,ALAS1
KLF4,1.0,MMP2
HIF1A,-1.0,CCND1
SNAI2,-1.0,UBE2D3
ETS1,1.0,TNFSF14
GABPA,1.0,SSBP1
SIRT1,-1.0,CTNNB1
ARNTL,1.0,AVP
INS,-1.0,ALAS1
MAX,-1.0,TSC2
RB1CC1,1.0,RB1
CBFB,1.0,ITGAL
BHLHE41,-1.0,CCND1
CBFB,1.0,ITGA4
TP53,-1.0,XPO1
CBFB,1.0,ITGA5
BMP1,-1.0,GLI2
BMP7,-1.0,GLI2
SIM2,1.0,CTNNB1
NFKB1,1.0,VCAM1
NPM1,1.0,PTPN6
TP73,1.0,MDM2
IL12RB1,1.0,IL24
HNF1A,1.0,SLC22A10
IL12RB1,1.0,IL19
TP63,1.0,MDM2
FOXM1,1.0,CCNB2
FOXM1,1.0,CCNB1
IL12RB1,1.0,IL1B
CTDP1,1.0,MDC1
MYC,-1.0,TSC2
FOXO3,1.0,CCNB1
FOXM1,1.0,CCND1
CITED1,1.0,TGFA
TFDP2,1.0,PMAIP1
TFDP1,1.0,PMAIP1
ARNT,1.0,ETS1
CARM1,1.0,NPAS2
NR3C1,-1.0,KRT17
NR3C1,-1.0,KRT14
FOXA1,1.0,CCND1
PSMG1,1.0,MYC
E2F1,1.0,THRB
E2F1,1.0,THRA
EDNRA,-1.0,MMP1
CREBBP,1.0,GADD45A
NR3C1,-1.0,TP53
NANOG,1.0,YES1
ESR1,1.0,SFI1
CALM2,1.0,RNF128
PDGFB,1.0,NFKB1
TRRAP,1.0,NCL
TFDP2,-1.0,MCL1
CEBPA,1.0,CSF3R
TFDP1,-1.0,MCL1
CYR61,1.0,SMAD4
CYR61,1.0,SMAD3
CYR61,1.0,SMAD2
CEBPB,1.0,CSF3R
NCOR2,-1.0,HES1
NCOR1,-1.0,HES1
MNAT1,1.0,CHEK1
MSC,1.0,IFNG
PKNOX1,1.0,PTPN6
ZNF148,1.0,MMP3
SALL4,-1.0,SALL1
TP53,1.0,SH2D1A
TP53,1.0,MDM2
MDM2,1.0,TP53
FOXO4,1.0,CCNG2
FOXO3,1.0,CCNG2
CCNG2,1.0,FOXO3
FOXO1,1.0,CCNG2
CCNG2,1.0,FOXO1
PTGDR,1.0,MAD2L1BP
HIF1A,1.0,PTGES
STAT6,1.0,PTGS2
STAT3,1.0,PTGS2
STAT2,1.0,PTGS2
STAT1,1.0,PTGS2
RBL2,-1.0,RBL1
MED1,1.0,SULT2A1
NFKB1,1.0,TLR2
NFKB1,1.0,TLR7
AES,1.0,RND3
SATB1,1.0,BCL2
ILF3,1.0,IL2
SATB1,1.0,SPARC
ASNS,1.0,CTNNB1
SP1,-1.0,P2RX4
RARA,1.0,NR1I3
TP53,-1.0,MYC
WNT10B,-1.0,CEBPA
IL12B,1.0,ALOX12B
CDK11B,-1.0,KLK3
CEBPD,1.0,SOD1
ARNT,1.0,NOS2
RARA,1.0,CXCR5
HIF1A,1.0,SOCS1
ARNTL,1.0,DBP
MED1,1.0,ACADM
TPM1,-1.0,MYC
EDN1,-1.0,MMP1
RELA,1.0,XIAP
TP53,1.0,DKK1
DKK1,1.0,TP53
MYB,-1.0,ATP2B1
TRBC1,1.0,EOMES
IL8,1.0,RELA
RELA,1.0,IL6
RELA,1.0,IL2
NFKBIA,-1.0,CTNNB1
KRT18,1.0,AR
RHOA,1.0,FOS
ATF2,1.0,ESR1
MYB,1.0,RAG2
ESR1,1.0,PRDM15
TP63,1.0,DLX5
TP63,1.0,DLX6
RFX6,1.0,INS
RBPJ,1.0,MYC
ARNT,1.0,NPM1
NFKB1,-1.0,EGR1
MSX2,1.0,NKX3-1
TWIST2,1.0,GDF15
TWIST1,1.0,GDF15
EGR1,1.0,ABCB1
ABCB1,1.0,EGR1
ESR1,1.0,UGT1A4
FOXC1,1.0,FGF19
IL23R,1.0,ALOX12B
MSLN,1.0,TCF7
IL23A,1.0,ALOX12B
PRMT1,1.0,GP1BA
IL4,-1.0,CCL2
OTX2,1.0,IGF1
RELA,1.0,CFLAR
STAT3,1.0,TNFRSF1B
APP,-1.0,LEF1
TP53,-1.0,MAD1L1
MAD1L1,-1.0,TP53
TWIST1,-1.0,ESR1
PARP1,1.0,VIM
LIN9,1.0,CCNB2
LIN9,1.0,CCNB1
RELA,1.0,OPTN
JUN,1.0,IL10
RUNX1,-1.0,MAD2L1
JUN,1.0,IL13
JUN,1.0,IL1A
TFAP4,-1.0,MDM2
GTF2I,1.0,FOXO3
PLAGL2,1.0,SFTPC
TCF7L2,1.0,VCAN
VCAN,1.0,TCF7L2
MAX,1.0,RCC1
KAT5,-1.0,GMPS
MTA1,-1.0,MTA3
AR,1.0,KISS1
NFKB1,1.0,TFF3
NFKB1,1.0,TFF1
ATG9A,1.0,E2F1
MZF1,-1.0,MMP2
TBL1X,1.0,NPAS2
RELA,1.0,CRP
ESR1,1.0,CYP19A1
SOX9,-1.0,PRAME
ATG4B,1.0,E2F1
ATG4A,1.0,E2F1
ATG4D,1.0,E2F1
ATG12,1.0,E2F1
ATG10,1.0,E2F1
CDKN2A,1.0,HBP1
EZH2,-1.0,TWIST1
NEAT1,-1.0,CXCL8
KLF4,-1.0,VDR
ARNT,1.0,ENO1
MOV10,-1.0,KPNA2
NFKBIA,-1.0,NOS2
E2F1,1.0,SULT2A1
NR3C1,-1.0,KRT5
KLF8,-1.0,VIM
KAT2B,1.0,ACTA2
KAT2A,1.0,ACTA2
GATA2,1.0,AR
PLCG1,1.0,EGR1
FOSL2,1.0,CCNA2
FOSL1,1.0,CCNA2
FOSL2,1.0,CCND1
FOSL1,1.0,CCND1
TP63,1.0,SMARCD3
AR,1.0,TJP1
KLK3,1.0,NFKB1
TP73,1.0,DEDD
RAD51,1.0,SP1
RELA,1.0,CFI
TP53BP2,1.0,FAS
CREBBP,1.0,LECT2
RUNX1,-1.0,NF1
TP63,1.0,ITGA3
TP63,1.0,ITGB4
VHL,-1.0,TFRC
TP53,-1.0,MET
CHUK,1.0,CCND1
POU4F2,1.0,HSP90AA1
POU4F1,1.0,HSP90AA1
PPARG,1.0,UGT1A9
PPARA,1.0,UGT1A9
PPARA,1.0,HMGCR
ING1,1.0,BAX
MYB,1.0,ADORA2B
ING4,1.0,BAX
IGH@,-1.0,RBPJ
PTGDR,1.0,WASF1
RUNX3,-1.0,MYC
ATF4,1.0,CEBPB
JUNB,1.0,EGFR
CREBBP,1.0,SULT2A1
ITGB1,-1.0,CTNNB1
NR3C1,-1.0,BGLAP
WT1,-1.0,TERT
CDK12,1.0,FANCD2
PPARGC1A,1.0,ALDOB
NELFCD,1.0,CHEK1
PGR,1.0,DUSP1
IL10,1.0,FPR1
IL2,1.0,IFNG
PCBP4,-1.0,CDKN1A
ATRX,-1.0,HBA1
ATRX,-1.0,HBA2
EAPP,1.0,ABCB1
FOXA2,1.0,KCNJ11
CTNNB1,1.0,CDKN1B
JUN,1.0,IFNG
IFNG,1.0,JUN
HNF1A,-1.0,TM4SF1
SYNM,-1.0,GLI1
MYD88,1.0,STAT1
PVRL3,1.0,FOXO1
MYD88,1.0,STAT3
HNF1A,1.0,MTTP
HNF4A,1.0,MTTP
HELZ2,1.0,CYP4A11
STAT3,-1.0,CTGF
CREBBP,1.0,GATA1
HEY1,1.0,SMAD5
HEY1,1.0,SMAD3
HEY1,1.0,SMAD1
PROX1,-1.0,AKT2
TRRAP,1.0,MYC
SP1,1.0,SERPINE1
KCNIP3,-1.0,SLC8A3
SP1,1.0,SERPINB5
SP1,1.0,CHST4
EGR1,1.0,SOD1
SOD1,1.0,EGR1
ATF6,1.0,WBP1
PLAUR,1.0,CTNNB1
JUN,1.0,DDIT3
TAB2,-1.0,GFAP
SRY,-1.0,KLK3
ACTL6A,1.0,GPAM
SP3,-1.0,TFF2
POU5F1,1.0,FOXD3
MTF1,1.0,CSRP1
RBPJ,1.0,IL6
RBPJ,1.0,IL4
DDIT3,1.0,IL6
HES1,-1.0,ASCL1
KMT2A,1.0,ITGA2B
HES6,-1.0,ASCL1
KMT2E,1.0,ITGA2B
KMT2D,1.0,ITGA2B
KMT2C,1.0,ITGA2B
KMT2B,1.0,ITGA2B
NR3C2,-1.0,ATP1B1
NR3C1,-1.0,ATP1B1
GATA4,1.0,SI
GFI1,-1.0,CYP27B1
SRSF3,1.0,TCF7L2
JUN,-1.0,TP53
CTNNB1,1.0,CAMK4
CTNNB1,1.0,MT-CO2
JUN,1.0,RARB
RELA,-1.0,LTC4S
PTGDR,1.0,CES4A
NOTCH3,-1.0,HES1
TFAP2A,-1.0,HSD17B1
PTGDR,1.0,CES5A
DNMT1,1.0,CTNNB1
PARP14,1.0,FCER2
RELA,1.0,FAS
LEF1,1.0,CCND1
UGT1A,1.0,AR
STAT3,1.0,PIK3R1
NFKB1,-1.0,BACE1
NFYC,1.0,SOX18
NFYB,1.0,SOX18
NFYA,1.0,SOX18
MYC,-1.0,GATA1
GATA1,-1.0,MYB
MYB,-1.0,GATA1
IL13,1.0,FN1
STAT6,1.0,SOCS1
FOS,1.0,IL1A
HSF2,-1.0,MAP2K4
FOS,1.0,IL13
SIRT1,1.0,ESRRG
SATB1,1.0,SPI1
RELA,1.0,FN1
STAT3,1.0,SOCS3
STAT3,1.0,SOCS1
MMP1,1.0,TCF7L2
MMP7,1.0,TCF7L2
E2F1,-1.0,BRCA1
E2F6,-1.0,BRCA1
BRCA1,-1.0,E2F6
E2F4,-1.0,BRCA1
BRCA1,-1.0,E2F4
BCL2,1.0,CEBPA
GATA3,-1.0,LOX
TCEA1,1.0,BRCA1
MYC,-1.0,NDRG2
MYC,-1.0,NDRG1
MITF,1.0,TRAP
C10ORF10,1.0,FOXO3
SIRT1,-1.0,PPARG
TCF4,1.0,NOTUM
AKAP4,-1.0,GLI2
SMARCD3,1.0,SULT2A1
USF1,1.0,FOXA2
TP53,1.0,MLH1
NFIC,-1.0,ITGA5
RELA,1.0,FASLG
SERPINB2,1.0,GLI2
LIN9,-1.0,TOP2A
GSTT2,1.0,AR
TEAD4,1.0,CCN2
TEAD3,1.0,CCN2
TEAD2,1.0,CCN2
TEAD1,1.0,CCN2
SIRT1,1.0,GADD45A
TBL1X,1.0,PPARA
ZNF382,-1.0,STAT5B
CDK7,1.0,MDC1
CDK9,1.0,MDC1
GABARAPL2,1.0,E2F1
GABARAPL1,1.0,E2F1
DAP3,-1.0,CTNNB1
SP1,1.0,RARA
STAT6,1.0,ALOX15
TP53BP2,1.0,BAX
CDKN2A,-1.0,CDKN1A
TCF4,1.0,VEGFA
MED1,1.0,CD36
MED6,1.0,CD36
MED4,1.0,CD36
MED9,1.0,CD36
MED8,1.0,CD36
MED7,1.0,CD36
ATF1,1.0,SLC20A1
IL4,1.0,IRF4
IRF4,1.0,IL4
CDX2,1.0,ELMO3
PROX1,1.0,CDKN1C
PROX1,1.0,CDKN1B
TOB1,-1.0,IL2
ESR1,1.0,JUNB
E2F1,-1.0,VEGFA
EGR1,-1.0,AR
TYK2,1.0,IL23R
PRPSAP1,1.0,GLI1
TYK2,1.0,IL1R1
SKIL,-1.0,SMAD7
ABL1,1.0,BAX
REL,-1.0,KLK3
ERBB4,1.0,STMN1
IL18RAP,1.0,CCR5
RUNX2,1.0,MMP2
CREB1,1.0,FOS
CUX1,1.0,CYBB
HDAC3,-1.0,DDIT3
TMOD1,-1.0,CTNNB1
CREBBP,1.0,ACADM
SP3,-1.0,TERT
HSF2,1.0,HSPA4
HSF1,1.0,HSPA4
HSF1,1.0,POLK
TFAP2A,1.0,LNPEP
ARNT,1.0,PFKFB3
SOX9,1.0,RXFP2
GPS2,-1.0,ABCA1
ESR1,1.0,SOD1
TP63,-1.0,ID2
MAX,-1.0,NDRG2
MAX,-1.0,NDRG1
CREB1,1.0,G6PC
KDM4C,1.0,JAG1
FOS,1.0,DMTF1
LRRFIP1,-1.0,TNF
STAT6,1.0,SELP
RELA,-1.0,SERPINA3
PPARGC1A,1.0,FOXO4
PPARGC1A,1.0,FOXO3
PPARGC1A,1.0,FOXO1
STAT6,1.0,ARG1
STAT3,-1.0,UCP2
JUN,1.0,BECN1
BCL6,-1.0,LITAF
ETS2,1.0,CSF3R
ETS1,1.0,CSF3R
ZFPM1,1.0,ITGA2B
MYC,1.0,IPO7
RELA,1.0,OXTR
KAT6A,1.0,HOXA9
NR2C2,-1.0,KLK3
NR2C1,-1.0,KLK3
HLF,-1.0,RUNX1
HEY2,1.0,HEYL
HEYL,1.0,HEY2
HEY1,1.0,HEYL
HEYL,1.0,HEY1
HEY1,1.0,HEY2
HEY2,1.0,HEY1
ETS2,1.0,CSF1R
ETS1,1.0,CSF1R
SP1,1.0,ADGRE5
SP3,1.0,ADGRE5
FGL1,1.0,HMGA1
RUNX1,-1.0,IL3
TGS1,1.0,PEX11A
TP53,1.0,MMP2
MMP2,1.0,TP53
TFDP2,1.0,CASP7
T,1.0,TCF7L2
BCL6,-1.0,SUMO1
TFDP2,1.0,BBC3
TFDP1,1.0,BBC3
TFAP2A,-1.0,MCAM
RUNX1,-1.0,SERPINB13
REL,1.0,IL1B
CREB1,1.0,IL6
ESR1,1.0,PMAIP1
HNF4A,-1.0,GFER
IKBKB,-1.0,NOS2
EZH2,-1.0,PEBP1
ZBTB2,1.0,MDM2
JUND,1.0,NOS2
JUNB,1.0,NOS3
SP1,1.0,IL10
HLA-A,1.0,EOMES
NPAS2,1.0,TIMELESS
SP3,1.0,RELA
SP1,1.0,RELA
SP4,1.0,RELA
YBX1,1.0,RAD9A
NR3C2,-1.0,CABIN1
PDX1,1.0,IAPP
MED1,1.0,ALAS1
BCL6,-1.0,GLI2
FOSL1,1.0,ITGB4
TFAP2A,1.0,IGFBP5
E2F3,1.0,CAV1
E2F2,1.0,CAV1
XBP1,1.0,MYDGF
E2F1,1.0,CAV1
SP1,1.0,RETN
NFYB,1.0,BCL2L11
NFYA,1.0,BCL2L11
FOS,-1.0,TP53
NFYC,1.0,BCL2L11
PDCD6IP,-1.0,CTNNB1
KLF8,1.0,EPSTI1
STAT1,-1.0,IL17A
GLI2,1.0,IFITM5
NR2F2,-1.0,TERT
SP1,1.0,RECK
RUVBL2,1.0,NME1
RUVBL1,1.0,NME1
STAT3,1.0,AKT1
OTX2,1.0,RBP3
IL23R,1.0,CCL2
HDAC1,-1.0,HLA-DRA
ATF2,1.0,NOS2
IL23A,1.0,CCL2
HELZ2,1.0,PEX11A
PPARD,-1.0,HSD11B2
TYK2,1.0,ITGA3
BCL2,1.0,CTNNB1
MYC,1.0,TAF4B
RBPJ,1.0,DLGAP5
IL23R,1.0,CD3E
NFKB1,-1.0,PPARG
IL23A,1.0,CD3E
SP1,1.0,IDI1
XBP1,1.0,DDX11
SMAD4,1.0,NANOG
KLF4,-1.0,LXN
SMAD2,1.0,NANOG
KLF2,-1.0,CXCR4
DLX4,-1.0,BRCA1
ARNTL,1.0,BHLHE41
ARNTL,1.0,BHLHE40
MEF2A,-1.0,SOST
MEF2D,-1.0,SOST
MEF2C,-1.0,SOST
SP1,1.0,COL11A2
CREBBP,1.0,CD36
SP7,1.0,COL11A2
SP3,1.0,COL11A2
RCC1,1.0,MYC
MYC,1.0,RCC1
BCL3,1.0,EGFR
CREB5,1.0,CFB
MPG,-1.0,TFF1
CREB1,1.0,CGA
TFDP2,1.0,CES1P1
TFDP1,1.0,CES1P1
WWTR1,1.0,NPPA
TP53,1.0,SIVA1
SIVA1,1.0,TP53
MYC,-1.0,BRD7
TGS1,1.0,CYP4A11
PPARG,1.0,ERO1A
LEF1,1.0,ELANE
PSEN1,-1.0,RBPJ
IL12B,1.0,CCL4
IL12B,1.0,CCL3
IL12A,1.0,CCL4
IL12B,1.0,CCL2
IL12A,1.0,CCL3
NFIC,-1.0,MATN1
CEBPA,1.0,SPP1
FOXM1,1.0,AURKB
IL12B,1.0,CCR5
IL12A,1.0,CCR5
CEBPB,1.0,ABCB1
ABCB1,1.0,CEBPB
MAX,1.0,TAF4B
ABCA3,1.0,CEBPA
SPI1,1.0,CEBPE
ERBB4,1.0,WWP1
IL12B,1.0,CD3E
NFKBIA,1.0,BIRC3
RELA,-1.0,TRIB3
HIST2H2BE,-1.0,GLI2
HIF1A,1.0,IGFBP1
ESR1,1.0,GREB1
MED1,1.0,TXNRD1
CBFB,-1.0,SERPINB13
CYP17A1,-1.0,SMAD3
SMAD3,-1.0,CYP17A1
FAM120B,-1.0,LEP
PPARG,-1.0,CSF1
RELA,1.0,LPL
SMARCE1,1.0,KLK3
RXRA,1.0,GLIPR1
SMARCC1,1.0,KLK3
AMHR2,1.0,TCF7L2
SMARCA2,1.0,KLK3
ABCA1,-1.0,GLI2
NCOA2,1.0,PPARA
NCOA1,1.0,PPARA
NCOA6,1.0,PPARA
NFYC,1.0,SQLE
NFYB,1.0,SQLE
NFYA,1.0,SQLE
H2BFS,1.0,MYC
VHL,-1.0,ANGPT2
WT1,1.0,ADGRE5
TP73,-1.0,AFP
ACTL6A,1.0,HSPD1
MED1,1.0,CYP1A1
ARNT,1.0,NT5E
IL12RB2,1.0,IFNG
IL12RB1,1.0,IFNG
LHX4,1.0,POU1F1
LHX2,1.0,POU1F1
HES1,-1.0,PTGDS
SMARCD3,1.0,HMGCR
TP53,-1.0,AFP
TP53,1.0,VCAN
VCAN,1.0,TP53
KAT2A,1.0,CCND2
MSC,1.0,IL10
PAX5,-1.0,BCL2
PAWR,-1.0,BCL2
SHOX,1.0,NPPB
NFE2L2,1.0,KRT16
MYB,1.0,IL15
RELA,-1.0,TIMP1
BNIP3,1.0,HIF1A
HIF1A,1.0,BNIP3
MAML3,1.0,ACTA2
MAML2,1.0,ACTA2
MAML1,1.0,ACTA2
HOXB7,-1.0,DAPK1
NR1I2,1.0,IL10
CEBPB,1.0,STAR
CEBPA,1.0,STAR
ITGA11,1.0,SP1
JUN,1.0,RHOB
SAA1,1.0,STAT3
STAT3,1.0,SAA1
NR1H4,1.0,RELA
EIF4E,1.0,ODC1
ESR1,1.0,PLAC1
TAL1,1.0,MYCN
SP1,1.0,IGF2
ISL1,1.0,GIP
TOP1,1.0,E2F1
RELA,1.0,CXCL8
EGR1,1.0,PCSK2
RELA,1.0,CXCL1
TBX21,-1.0,YY1
MYCN,-1.0,DKK3
TP53,1.0,E2F7
RXRA,1.0,SLC27A1
RBL2,-1.0,RAD51
ABCB1,1.0,CTNNB1
PPARA,1.0,HMGCS2
E2F1,1.0,TP73
TP73,1.0,E2F1
PPARA,1.0,HMGCS1
AR,1.0,CDC6
CDC6,1.0,AR
RARA,1.0,SCD
RXRA,1.0,FHL2
IL12B,1.0,GADD45G
IL12A,1.0,GADD45G
EGR1,1.0,SYN1
PPARG,-1.0,ICAM1
AR,1.0,CDH2
CDH2,1.0,AR
IL12B,1.0,GADD45B
IL12A,1.0,GADD45B
AIMP2,1.0,MYC
RFC2,1.0,MYC
GATA3,-1.0,EPO
GATA2,-1.0,EPO
MYCN,1.0,BMI1
ADAM2,-1.0,CTNNB1
GABPA,1.0,POLG2
TCF7L2,1.0,DKK1
DKK1,1.0,TCF7L2
CCNK,1.0,MDC1
CCNH,1.0,MDC1
POLA1,1.0,GABPA
SNRPB,1.0,MYC
MZF1,1.0,BLMH
TP63,1.0,ADRM1
EZH2,-1.0,FOXC1
TP53,1.0,NFKB1
FANCD2,1.0,BRCA1
BRCA1,1.0,FANCD2
BTF3,1.0,HPSE2
DCT,1.0,CREB1
FOXF2,1.0,CXCL12
PTTG1,-1.0,TIMP2
RELA,1.0,CXCR2
RELA,1.0,CXCR4
H2AFZ,1.0,MYC
MYB,1.0,H2AFZ
H2AFX,1.0,MYC
H2AFV,1.0,MYC
H2AFJ,1.0,MYC
TFCP2,1.0,SPP1
ATF4,-1.0,HSPA5
CDK19,1.0,PLIN1
TP53,1.0,CCNG1
IKZF3,1.0,BCL2
GABPB1,1.0,POLG2
FOSL2,1.0,FOSL1
TFAP2A,1.0,CD82
TBL1X,1.0,CYP4A11
TP63,1.0,CCNB2
AR,1.0,NKX3-1
NFATC3,1.0,EGR3
NFATC3,1.0,EGR2
NFATC2,1.0,EGR3
NFATC2,1.0,EGR2
NFATC1,1.0,EGR3
NFATC1,1.0,EGR2
RBMX,1.0,TXNIP
STAT4,-1.0,CDC42
PPARGC1A,1.0,TFAM
STAT4,-1.0,LCP1
NCOR1,-1.0,SNAI2
EAPP,-1.0,MAOB
CITED2,-1.0,MMP1
CARM1,1.0,PEX11A
PPARA,-1.0,UCP1
ID2,1.0,SNAI1
JUNB,-1.0,GLI2
STAT6,1.0,RHOA
STAT3,1.0,RHOU
CHD9,1.0,ACOX1
E2F1,1.0,BCL2
ETS1,1.0,CIP2A
NTSR1,1.0,CTNNB1
FOXM1,1.0,CDK1
BRCA1,1.0,ASPM
EP300,-1.0,KRT14
LRP1,-1.0,CTNNB1
MTF1,1.0,SNCB
DNMT1,1.0,VEGFA
EZH2,1.0,KPNB1
ATF4,1.0,VEGFA
MECP2,-1.0,PVALB
EP300,1.0,CDC25A
FOXA2,1.0,CDH1
GTF2A2,1.0,TFF1
GTF2A1,1.0,TFF1
DENND4A,-1.0,ERBB2
CBFB,1.0,CSF2
SRCAP,1.0,KLK3
FOXM1,1.0,CDC6
STAT5B,1.0,SRP9
STAT5A,1.0,SRP9
TRAP1,1.0,MYC
POU5F1,1.0,THY1
JUN,-1.0,TERT
F2,1.0,HNF4A
HNF4A,1.0,F2
NPC1L1,1.0,HNF4A
HNF4A,1.0,NPC1L1
GCM1,1.0,ERVW-1
MSX1,-1.0,DKK1
FOXM1,1.0,CKS1B
ARNT,1.0,EDN1
MTF1,1.0,SOD1
NFIC,1.0,HMGB1
KLF8,-1.0,FN1
FOXP3,1.0,CTLA4
TGIF1,-1.0,KLK3
RFX1,1.0,COL1A2
RBBP8,-1.0,HEY1
HIF1A,-1.0,CDH1
RUNX3,-1.0,HSPD1
ATP8A1,1.0,FOXO3
ATP8A1,1.0,FOXO1
GLI2,1.0,MUC5AC
GLI1,1.0,MUC5AC
HIF1A,1.0,FURIN
NCOA2,1.0,CYP4A11
NCOA1,1.0,CYP4A11
NCOA6,1.0,CYP4A11
EPAS1,1.0,COL10A1
STAT3,-1.0,TYK2
AR,-1.0,MUC1
MSX2,1.0,SOD1
BCL6,1.0,STAT5B
BCL6,1.0,STAT5A
STAT5B,1.0,BCL2
STAT5A,1.0,BCL2
KLF5,1.0,ITGB2
FOXA2,1.0,ALAS1
EP300,1.0,IFNB1
CREBBP,1.0,PLIN1
CREBBP,1.0,PLIN2
SPP1,1.0,MSX2
TAF1,1.0,AR
PCSK6,1.0,E2F3
PCSK6,1.0,E2F2
E2F1,1.0,PCSK6
PCSK6,1.0,E2F1
ETS1,1.0,SOCS1
TFDP2,-1.0,BRCA1
TFDP1,-1.0,BRCA1
JUN,1.0,TIMP1
HNRNPA1,1.0,MYC
MYC,1.0,HNRNPA1
ATM,-1.0,PMAIP1
PTCH1,1.0,CTNNB1
HOXB7,1.0,PDGFA
CREB1,1.0,NTF3
KAT2A,1.0,CDK4
DDX5,1.0,TFF1
YBX1,-1.0,SKP2
CBFB,1.0,CLDN5
SIX1,1.0,VEGFC
CHD9,1.0,CYP7A1
SP3,1.0,PADI1
SP1,1.0,PADI1
SETBP1,-1.0,PTGS2
NFKB1,1.0,TNFRSF13C
CREBBP,1.0,BCL2
PAX6,1.0,PROX1
RFWD2,-1.0,COP1
NFKB1,1.0,TNFRSF10B
KLF4,-1.0,HDC
JUND,1.0,MMP1
JUNB,1.0,MMP2
HDAC3,-1.0,ARNTL
PGR,1.0,HLTF
TP53,-1.0,FGF2
NOTCH1,1.0,MYC
MYC,-1.0,PDGFRB
DNMT1,-1.0,TIMP3
SMAD4,-1.0,EBAG9
CRMP1,1.0,CEBPA
TP63,1.0,SPATA18
SP1,-1.0,TICAM1
ZBTB17,-1.0,LGALS1
MYC,1.0,CHEK2
MYC,1.0,CHEK1
NKX2-5,-1.0,DACT2
NKX2-5,-1.0,DACT1
NKX2-5,-1.0,DACT3
ESRRA,1.0,CYCS
NFKB1,1.0,NFKBIB
NFIC,-1.0,CCND1
NFIB,-1.0,CCND1
NFIA,-1.0,CCND1
EP300,1.0,GZMB
JUN,1.0,COL24A1
PELP1,1.0,KLK3
LEF1,1.0,CDX1
LEF1,1.0,CDX4
FANCD2,1.0,MDC1
MDC1,1.0,FANCD2
STAT4,1.0,HNRNPDL
CREB1,1.0,ETV3
TBP,-1.0,BCL2
GZF1,-1.0,HOXA10
DEFA5,1.0,CTNNB1
SPI1,-1.0,PARG
SREBF2,1.0,CYP51A1
SREBF1,1.0,CYP51A1
THRB,-1.0,CGA
CBFB,1.0,LIFR
PPARGC1A,1.0,ESRRA
GABPB1,1.0,SSBP1
E2F1,1.0,CASP7
TP53,1.0,CTSD
AIM1,1.0,CTNNB1
NR6A1,-1.0,TDGF1
IL2,1.0,TNFRSF18
MLLT3,1.0,SCNN1A
POU5F1,-1.0,DKK1
SUPT16H,1.0,MDC1
NFKB1,1.0,TBX21
SOX2,1.0,MMP3
ARNTL,1.0,PPARA
FOS,-1.0,TERT
CEBPB,1.0,PTGS2
PTGS2,1.0,CEBPB
NFKB2,-1.0,HIF1A
ACTL6A,1.0,NCL
ID3,-1.0,TCF3
CEACAM7,-1.0,GLI2
CEACAM6,-1.0,GLI2
MRTFA,1.0,CCN1
SP1,1.0,SMPD1
TP73,1.0,CLCA2
HDAC1,-1.0,HES1
APOC3,1.0,SMAD3
PPARGC1A,1.0,RUNX2
SMAD3,1.0,APOC3
TP63,1.0,CLCA2
HSF1,-1.0,IL1B
MYC,1.0,RIOX2
APOC3,1.0,SMAD4
SMAD4,1.0,APOC3
PTTG1,1.0,VEGFA
TFAP2C,1.0,CGB3
TFAP2A,1.0,CGB3
HELZ2,-1.0,LEP
XPC,-1.0,CASP2
MAX,-1.0,PDGFRB
E2F1,1.0,CES1P1
POU2F1,1.0,GADD45A
HIF1A,1.0,SETD2
KLF10,1.0,PTGS1
